Segment,Region,Sub-Category,Group,Period,Sales (USD),Profit (USD),Discount,Quantity
Consumer,South,Other Miscellaneous 3,Low-Value,Jan 2022,1,1,0,62
Consumer,West,Fasteners,Low-Value,Jul 2022,60,6,0,59
Consumer,South,Art,Low-Value,Jan 2020,41,10,0,60
Corporate,West,Employees (Office Supplies),Low-Value,Jan 2022,79,5,5,59
Corporate,South,Other Miscellaneous 3,Low-Value,Jul 2022,39,13,0,62
Corporate,East,Employees (Office Supplies),Low-Value,Jan 2021,68,13,0,57
Home Office,South,Bookcases,High-Value,Jul 2022,71,5,0,63
Corporate,Central,Other Miscellaneous 2,Low-Value,Jul 2021,8,7,0,58
Consumer,Central,Other Miscellaneous 6,Low-Value,Jul 2022,1,5,0,59
Home Office,Central,Appliances,High-Value,Jul 2020,87,18,0,60
Corporate,Central,Art,Low-Value,Jul 2020,34,2,5,57
Home Office,West,Art,Low-Value,Jul 2022,101,15,0,62
Consumer,East,Fasteners,Low-Value,Jul 2022,41,1,5,63
Consumer,East,Accessories,High-Value,Jul 2021,168,21,0,60
Consumer,East,Business Machines,High-Value,Jul 2021,212,36,0,60
Consumer,West,Copiers,High-Value,Jul 2021,134,14,0,57
Consumer,South,Business Machines,High-Value,Jan 2020,185,25,0,61
Consumer,West,Other Miscellaneous 5,Low-Value,Jul 2021,29,3,0,60
Corporate,Central,Other Miscellaneous 2,Low-Value,Jul 2020,6,1,0,60
Consumer,East,Other Miscellaneous 6,Low-Value,Jul 2021,7,1,0,65
Corporate,East,Other Miscellaneous 3,Low-Value,Jul 2020,45,6,0,57
Corporate,West,Other Miscellaneous 3,Low-Value,Jul 2021,49,3,0,60
Consumer,West,Copiers,High-Value,Jul 2021,151,20,0,63
Home Office,Central,Accessories,High-Value,Jul 2020,141,10,0,62
Corporate,Central,Employees (Office Supplies),Low-Value,Jul 2022,43,1,5,62
Consumer,East,Fasteners,Low-Value,Jul 2020,54,3,0,60
Corporate,West,Other Miscellaneous 5,Low-Value,Jul 2021,4,1,0,63
Home Office,East,Other Miscellaneous 3,Low-Value,Jan 2020,1,1,0,61
Consumer,West,Art,Low-Value,Jan 2022,61,4,0,58
Consumer,East,Other Miscellaneous 4,Low-Value,Jan 2022,1,5,0,56
Home Office,South,Paper,Mid-Value,Jul 2022,107,14,0,59
Consumer,East,Employees (Office Supplies),Low-Value,Jul 2020,27,1,0,59
Consumer,Central,Supplies,Mid-Value,Jul 2020,106,15,0,59
Corporate,South,Other Miscellaneous 5,Low-Value,Jan 2022,8,5,0,59
Consumer,South,Appliances,High-Value,Jan 2021,116,15,0,60
Home Office,East,Other Miscellaneous 3,Low-Value,Jan 2021,24,3,0,59
Corporate,East,Other Miscellaneous 4,Low-Value,Jan 2020,1,6,0,60
Corporate,East,Copiers,High-Value,Jan 2020,143,24,0,63
Home Office,South,Supplies,Mid-Value,Jul 2022,125,21,0,59
Consumer,Central,Fasteners,Low-Value,Jul 2022,38,3,5,60
Consumer,Central,Other Miscellaneous 1,Low-Value,Jul 2021,43,7,0,59
Corporate,Central,Bookcases,High-Value,Jan 2022,77,11,0,57
Consumer,West,Supplies,Mid-Value,Jan 2021,130,7,0,62
Home Office,Central,Supplies,Mid-Value,Jan 2020,85,3,0,60
Corporate,East,Appliances,High-Value,Jan 2021,118,13,0,60
Corporate,East,Other Miscellaneous 1,Low-Value,Jan 2022,49,1,0,62
Home Office,East,Other Miscellaneous 3,Low-Value,Jul 2021,13,1,0,62
Consumer,Central,Art,Low-Value,Jan 2022,68,13,0,59
Consumer,West,Art,Low-Value,Jul 2020,102,5,5,61
Consumer,South,Business Machines,High-Value,Jan 2022,190,20,0,63
Consumer,Central,Fasteners,Low-Value,Jul 2021,43,1,0,62
Consumer,East,Copiers,High-Value,Jan 2020,143,10,0,59
Home Office,West,Labels,Low-Value,Jan 2020,10,1,0,63
Consumer,Central,Other Miscellaneous 4,Low-Value,Jul 2022,1,1,0,58
Corporate,East,Fasteners,Low-Value,Jul 2021,47,5,0,61
Corporate,West,Bookcases,High-Value,Jan 2022,97,4,0,63
Corporate,East,Other Miscellaneous 2,Low-Value,Jul 2022,48,12,0,63
Home Office,Central,Art,Low-Value,Jan 2021,77,1,5,62
Corporate,West,Appliances,High-Value,Jul 2022,104,11,0,58
Consumer,South,Copiers,High-Value,Jan 2021,180,24,0,56
Consumer,East,Accessories,High-Value,Jul 2022,159,23,0,58
Consumer,Central,Other Miscellaneous 2,Low-Value,Jan 2021,43,7,0,60
Corporate,East,Supplies,Mid-Value,Jul 2020,103,7,0,62
Consumer,South,Copiers,High-Value,Jan 2021,174,31,5,60
Corporate,West,Supplies,Mid-Value,Jul 2022,132,19,0,60
Consumer,East,Appliances,High-Value,Jul 2020,123,20,0,65
Consumer,East,Other Miscellaneous 3,Low-Value,Jan 2020,20,1,0,57
Home Office,East,Other Miscellaneous 3,Low-Value,Jan 2021,28,2,10,62
Consumer,Central,Labels,Low-Value,Jul 2020,30,6,0,61
Consumer,West,Other Miscellaneous 6,Low-Value,Jan 2021,5,1,0,59
Corporate,West,Art,Low-Value,Jan 2022,91,11,5,61
Home Office,West,Other Miscellaneous 3,Low-Value,Jan 2021,1,10,0,59
Consumer,East,Labels,Low-Value,Jul 2022,22,6,0,59
Corporate,East,Accessories,High-Value,Jan 2022,166,15,0,60
Consumer,West,Appliances,High-Value,Jul 2022,124,23,0,58
Corporate,South,Other Miscellaneous 6,Low-Value,Jan 2021,36,4,0,58
Corporate,Central,Fasteners,Low-Value,Jul 2022,38,4,0,60
Corporate,West,Appliances,High-Value,Jan 2020,96,9,0,62
Corporate,South,Employees (Office Supplies),Low-Value,Jan 2022,83,2,0,60
Home Office,East,Other Miscellaneous 2,Low-Value,Jul 2021,8,1,5,62
Consumer,West,Labels,Low-Value,Jul 2021,4,1,0,59
Consumer,West,Other Miscellaneous 5,Low-Value,Jul 2022,1,1,0,58
Corporate,West,Copiers,High-Value,Jul 2021,165,25,0,66
Consumer,West,Accessories,High-Value,Jan 2021,145,15,0,59
Consumer,East,Accessories,High-Value,Jul 2022,172,28,0,61
Consumer,East,Business Machines,High-Value,Jan 2021,169,10,0,60
Corporate,Central,Art,Low-Value,Jan 2021,78,5,0,66
Home Office,Central,Bookcases,High-Value,Jul 2022,76,20,0,62
Consumer,East,Paper,Mid-Value,Jan 2021,107,9,0,59
Consumer,South,Other Miscellaneous 3,Low-Value,Jul 2022,1,1,0,63
Consumer,Central,Appliances,High-Value,Jul 2020,116,10,10,60
Corporate,West,Accessories,High-Value,Jan 2022,174,25,0,59
Consumer,South,Other Miscellaneous 4,Low-Value,Jan 2021,1,1,0,61
Corporate,East,Other Miscellaneous 2,Low-Value,Jul 2021,40,5,0,63
Consumer,West,Art,Low-Value,Jul 2021,92,8,0,57
Consumer,East,Fasteners,Low-Value,Jan 2021,45,10,5,58
Consumer,Central,Other Miscellaneous 6,Low-Value,Jan 2021,15,10,0,62
Corporate,Central,Other Miscellaneous 5,Low-Value,Jul 2022,8,8,0,61
Corporate,East,Appliances,High-Value,Jan 2022,97,9,0,61
Corporate,Central,Other Miscellaneous 1,Low-Value,Jul 2022,24,1,0,62
Home Office,West,Employees (Office Supplies),Low-Value,Jan 2022,79,9,0,60
Consumer,East,Copiers,High-Value,Jul 2021,165,14,0,55
Consumer,West,Business Machines,High-Value,Jul 2021,185,22,0,57
Consumer,Central,Other Miscellaneous 4,Low-Value,Jan 2020,1,3,0,61
Consumer,East,Accessories,High-Value,Jul 2021,142,17,0,59
Home Office,West,Supplies,Mid-Value,Jan 2021,116,14,0,60
Home Office,Central,Other Miscellaneous 5,Low-Value,Jul 2020,1,3,0,60
Consumer,West,Accessories,High-Value,Jan 2022,136,19,0,57
Consumer,West,Accessories,High-Value,Jul 2021,147,12,0,63
Consumer,West,Art,Low-Value,Jul 2022,94,17,0,58
Home Office,East,Other Miscellaneous 1,Low-Value,Jul 2022,47,14,0,60
Home Office,South,Copiers,High-Value,Jul 2021,163,17,5,58
Consumer,South,Labels,Low-Value,Jul 2020,28,7,0,62
Consumer,West,Other Miscellaneous 6,Low-Value,Jul 2020,1,2,0,61
Consumer,East,Appliances,High-Value,Jan 2022,111,12,0,61
Home Office,Central,Other Miscellaneous 4,Low-Value,Jan 2020,32,5,0,60
Home Office,West,Furnishings,High-Value,Jan 2022,104,5,0,58
Corporate,West,Copiers,High-Value,Jan 2020,162,21,5,61
Consumer,Central,Accessories,High-Value,Jan 2022,186,17,0,60
Consumer,South,Other Miscellaneous 6,Low-Value,Jan 2021,1,1,0,61
Consumer,East,Other Miscellaneous 5,Low-Value,Jul 2022,1,1,5,58
Corporate,South,Other Miscellaneous 3,Low-Value,Jul 2022,1,1,0,61
Home Office,West,Furnishings,High-Value,Jan 2022,102,14,10,60
Consumer,East,Bookcases,High-Value,Jan 2021,102,30,0,61
Consumer,South,Labels,Low-Value,Jul 2020,76,12,0,60
Consumer,East,Other Miscellaneous 4,Low-Value,Jan 2022,23,5,0,60
Home Office,West,Art,Low-Value,Jul 2022,86,19,0,58
Home Office,Central,Bookcases,High-Value,Jan 2021,107,9,0,62
Corporate,Central,Labels,Low-Value,Jul 2020,22,4,0,62
Consumer,West,Other Miscellaneous 3,Low-Value,Jan 2022,51,11,0,60
Home Office,East,Other Miscellaneous 6,Low-Value,Jan 2021,1,1,5,60
Corporate,East,Other Miscellaneous 2,Low-Value,Jan 2021,57,2,0,59
Corporate,East,Other Miscellaneous 4,Low-Value,Jul 2022,4,1,0,63
Consumer,West,Other Miscellaneous 5,Low-Value,Jul 2020,1,1,0,62
Consumer,Central,Employees (Office Supplies),Low-Value,Jul 2021,41,4,0,60
Consumer,South,Art,Low-Value,Jan 2022,57,10,0,61
Home Office,Central,Other Miscellaneous 4,Low-Value,Jan 2022,27,1,0,61
Consumer,Central,Employees (Office Supplies),Low-Value,Jan 2020,40,7,0,55
Consumer,South,Copiers,High-Value,Jan 2020,161,10,0,59
Corporate,West,Other Miscellaneous 6,Low-Value,Jul 2022,23,1,0,61
Consumer,West,Supplies,Mid-Value,Jan 2021,96,9,5,58
Consumer,West,Employees (Office Supplies),Low-Value,Jan 2021,41,6,0,59
Consumer,Central,Art,Low-Value,Jan 2022,76,8,0,62
Consumer,West,Appliances,High-Value,Jul 2022,95,14,5,60
Corporate,East,Other Miscellaneous 1,Low-Value,Jul 2022,44,8,0,59
Consumer,Central,Supplies,Mid-Value,Jul 2021,112,15,0,58
Consumer,East,Other Miscellaneous 1,Low-Value,Jan 2022,1,1,0,59
Consumer,East,Bookcases,High-Value,Jan 2022,125,8,0,56
Consumer,South,Employees (Office Supplies),Low-Value,Jul 2020,44,1,5,59
Consumer,East,Other Miscellaneous 5,Low-Value,Jan 2021,13,11,5,62
Corporate,West,Other Miscellaneous 1,Low-Value,Jul 2021,38,5,0,61
Corporate,Central,Accessories,High-Value,Jul 2020,163,23,0,63
Corporate,South,Other Miscellaneous 3,Low-Value,Jan 2022,17,5,0,59
Consumer,West,Accessories,High-Value,Jan 2020,143,10,0,60
Corporate,Central,Art,Low-Value,Jan 2021,86,3,0,59
Corporate,South,Business Machines,High-Value,Jan 2020,167,23,0,64
Consumer,West,Bookcases,High-Value,Jan 2020,106,17,0,59
Consumer,East,Appliances,High-Value,Jan 2022,138,23,0,58
Corporate,South,Accessories,High-Value,Jan 2022,157,18,0,60
Consumer,West,Labels,Low-Value,Jan 2021,54,3,0,59
Home Office,South,Appliances,High-Value,Jan 2022,74,19,0,60
Corporate,West,Other Miscellaneous 3,Low-Value,Jul 2021,1,1,0,59
Consumer,East,Paper,Mid-Value,Jul 2022,83,18,0,58
Home Office,Central,Other Miscellaneous 5,Low-Value,Jul 2021,1,1,0,60
Consumer,West,Other Miscellaneous 5,Low-Value,Jan 2020,1,1,0,61
Consumer,Central,Fasteners,Low-Value,Jan 2022,23,6,0,60
Corporate,West,Paper,Mid-Value,Jan 2022,101,5,0,60
Home Office,East,Furnishings,High-Value,Jan 2020,71,3,0,58
Consumer,West,Furnishings,High-Value,Jan 2021,104,9,0,61
Corporate,South,Labels,Low-Value,Jul 2020,41,8,5,62
Corporate,West,Other Miscellaneous 5,Low-Value,Jan 2022,1,1,0,59
Consumer,East,Accessories,High-Value,Jul 2022,156,10,0,61
Corporate,West,Other Miscellaneous 4,Low-Value,Jul 2022,1,1,0,59
Consumer,East,Paper,Mid-Value,Jul 2021,110,18,0,57
Home Office,West,Supplies,Mid-Value,Jan 2021,131,27,5,60
Home Office,West,Appliances,High-Value,Jul 2020,120,10,0,60
Consumer,East,Fasteners,Low-Value,Jan 2022,15,1,10,63
Corporate,East,Other Miscellaneous 1,Low-Value,Jan 2021,65,6,0,58
Home Office,East,Other Miscellaneous 3,Low-Value,Jul 2022,1,1,0,58
Consumer,West,Employees (Office Supplies),Low-Value,Jul 2022,30,6,0,58
Consumer,West,Other Miscellaneous 2,Low-Value,Jul 2022,1,1,0,62
Home Office,East,Business Machines,High-Value,Jan 2020,192,20,0,59
Home Office,East,Employees (Office Supplies),Low-Value,Jul 2020,66,7,0,60
Consumer,West,Art,Low-Value,Jul 2022,62,11,0,59
Corporate,Central,Paper,Mid-Value,Jan 2022,101,11,0,62
Consumer,Central,Other Miscellaneous 3,Low-Value,Jan 2021,1,1,0,59
Consumer,East,Other Miscellaneous 5,Low-Value,Jul 2021,37,3,0,62
Home Office,West,Employees (Office Supplies),Low-Value,Jan 2020,40,3,0,61
Home Office,West,Fasteners,Low-Value,Jan 2022,11,1,0,62
Corporate,West,Bookcases,High-Value,Jul 2021,105,15,0,61
Home Office,Central,Accessories,High-Value,Jan 2022,158,24,0,60
Corporate,East,Furnishings,High-Value,Jan 2021,109,8,0,59
Home Office,West,Accessories,High-Value,Jan 2021,148,12,0,60
Home Office,South,Paper,Mid-Value,Jan 2022,89,8,0,61
Home Office,Central,Fasteners,Low-Value,Jan 2020,68,10,0,61
Consumer,East,Bookcases,High-Value,Jan 2021,75,12,0,57
Corporate,Central,Other Miscellaneous 6,Low-Value,Jul 2021,10,1,5,57
Home Office,East,Other Miscellaneous 6,Low-Value,Jul 2021,22,7,5,64
Corporate,East,Employees (Office Supplies),Low-Value,Jan 2022,44,3,10,61
Consumer,West,Copiers,High-Value,Jan 2020,184,24,5,60
Home Office,West,Appliances,High-Value,Jul 2021,139,5,0,59
Consumer,South,Bookcases,High-Value,Jan 2021,110,12,0,61
Consumer,East,Other Miscellaneous 1,Low-Value,Jan 2021,31,3,0,63
Corporate,West,Labels,Low-Value,Jan 2021,53,13,0,59
Consumer,Central,Business Machines,High-Value,Jan 2022,168,22,0,59
Home Office,West,Other Miscellaneous 2,Low-Value,Jul 2022,20,7,0,61
Consumer,East,Art,Low-Value,Jul 2021,41,3,0,59
Consumer,Central,Art,Low-Value,Jan 2020,46,12,0,62
Consumer,South,Other Miscellaneous 4,Low-Value,Jul 2020,17,1,0,59
Corporate,Central,Labels,Low-Value,Jul 2021,46,8,0,62
Consumer,West,Furnishings,High-Value,Jul 2020,100,18,5,59
Consumer,East,Supplies,Mid-Value,Jan 2021,96,15,0,59
Corporate,South,Furnishings,High-Value,Jan 2020,88,7,10,58
Consumer,West,Supplies,Mid-Value,Jul 2020,92,14,0,63
Consumer,Central,Employees (Office Supplies),Low-Value,Jul 2021,55,12,5,61
Corporate,West,Other Miscellaneous 2,Low-Value,Jul 2022,1,1,0,60
Consumer,East,Art,Low-Value,Jul 2022,104,9,0,59
Home Office,Central,Other Miscellaneous 4,Low-Value,Jul 2021,24,2,0,62
Corporate,East,Furnishings,High-Value,Jul 2022,60,5,10,59
Consumer,Central,Fasteners,Low-Value,Jan 2021,59,5,0,66
Consumer,West,Other Miscellaneous 3,Low-Value,Jul 2022,7,4,5,61
Consumer,East,Furnishings,High-Value,Jul 2021,80,8,5,61
Consumer,East,Labels,Low-Value,Jan 2021,46,2,5,61
Home Office,Central,Employees (Office Supplies),Low-Value,Jul 2021,24,3,0,59
Home Office,East,Accessories,High-Value,Jan 2021,177,22,0,62
Home Office,West,Furnishings,High-Value,Jan 2021,104,8,0,59
Corporate,West,Other Miscellaneous 3,Low-Value,Jul 2022,1,1,0,60
Corporate,South,Other Miscellaneous 3,Low-Value,Jan 2022,1,5,0,59
Consumer,West,Appliances,High-Value,Jul 2021,107,9,0,61
Consumer,West,Other Miscellaneous 3,Low-Value,Jan 2022,1,2,0,63
Consumer,South,Other Miscellaneous 4,Low-Value,Jul 2022,13,1,0,60
Consumer,East,Bookcases,High-Value,Jan 2021,82,18,5,61
Home Office,Central,Supplies,Mid-Value,Jan 2021,104,14,0,61
Consumer,West,Business Machines,High-Value,Jul 2020,151,24,0,61
Consumer,East,Paper,Mid-Value,Jan 2021,50,20,0,63
Consumer,Central,Other Miscellaneous 2,Low-Value,Jan 2020,43,2,0,61
Consumer,Central,Other Miscellaneous 1,Low-Value,Jul 2020,38,8,0,59
Consumer,East,Bookcases,High-Value,Jul 2020,94,18,10,62
Consumer,South,Labels,Low-Value,Jul 2022,46,1,0,58
Consumer,Central,Other Miscellaneous 1,Low-Value,Jan 2020,29,1,10,59
Home Office,East,Accessories,High-Value,Jul 2021,127,12,0,68
Consumer,South,Furnishings,High-Value,Jul 2020,97,14,0,58
Home Office,West,Supplies,Mid-Value,Jul 2022,89,11,5,60
Corporate,East,Employees (Office Supplies),Low-Value,Jan 2020,65,4,0,61
Home Office,East,Supplies,Mid-Value,Jan 2020,87,13,0,59
Consumer,Central,Furnishings,High-Value,Jul 2021,64,15,0,59
Corporate,West,Appliances,High-Value,Jul 2020,102,12,0,59
Consumer,East,Business Machines,High-Value,Jul 2022,162,15,0,59
Corporate,Central,Paper,Mid-Value,Jul 2020,58,6,0,57
Consumer,West,Employees (Office Supplies),Low-Value,Jan 2021,38,1,0,62
Consumer,West,Accessories,High-Value,Jan 2020,200,27,0,56
Consumer,Central,Accessories,High-Value,Jul 2022,168,18,0,61
Corporate,West,Other Miscellaneous 2,Low-Value,Jul 2022,19,1,0,60
Home Office,Central,Furnishings,High-Value,Jan 2022,91,11,0,60
Corporate,South,Other Miscellaneous 2,Low-Value,Jul 2020,47,4,0,60
Consumer,West,Other Miscellaneous 6,Low-Value,Jul 2021,1,1,10,61
Corporate,South,Copiers,High-Value,Jul 2021,173,7,0,62
Home Office,Central,Other Miscellaneous 6,Low-Value,Jan 2020,21,7,0,57
Consumer,West,Other Miscellaneous 2,Low-Value,Jul 2022,49,6,0,60
Consumer,West,Other Miscellaneous 4,Low-Value,Jan 2020,14,5,0,62
Consumer,West,Bookcases,High-Value,Jan 2021,122,11,0,58
Consumer,West,Furnishings,High-Value,Jan 2022,72,5,0,59
Consumer,Central,Accessories,High-Value,Jul 2022,183,22,0,60
Corporate,West,Other Miscellaneous 5,Low-Value,Jan 2021,20,1,0,58
Corporate,West,Copiers,High-Value,Jan 2022,161,21,10,61
Consumer,West,Labels,Low-Value,Jan 2020,55,7,0,60
Home Office,West,Other Miscellaneous 2,Low-Value,Jul 2020,30,1,0,62
Home Office,East,Bookcases,High-Value,Jan 2022,101,1,0,61
Consumer,West,Appliances,High-Value,Jan 2022,107,12,5,64
Consumer,South,Other Miscellaneous 6,Low-Value,Jan 2022,1,6,0,61
Consumer,West,Labels,Low-Value,Jan 2022,31,5,0,59
Home Office,West,Appliances,High-Value,Jul 2022,81,2,5,61
Home Office,West,Other Miscellaneous 4,Low-Value,Jan 2022,1,5,0,60
Consumer,West,Accessories,High-Value,Jul 2021,154,9,0,57
Consumer,East,Art,Low-Value,Jul 2021,94,12,0,59
Consumer,Central,Copiers,High-Value,Jan 2021,182,28,0,61
Corporate,East,Other Miscellaneous 1,Low-Value,Jan 2022,62,6,0,60
Corporate,South,Other Miscellaneous 3,Low-Value,Jul 2022,1,6,0,64
Consumer,Central,Other Miscellaneous 5,Low-Value,Jan 2022,1,2,5,60
Consumer,East,Other Miscellaneous 3,Low-Value,Jul 2022,6,7,0,62
Home Office,East,Bookcases,High-Value,Jul 2022,99,10,0,59
Consumer,South,Employees (Office Supplies),Low-Value,Jul 2022,36,1,0,64
Consumer,Central,Accessories,High-Value,Jul 2020,154,16,0,63
Consumer,East,Other Miscellaneous 2,Low-Value,Jan 2020,15,1,0,62
Consumer,South,Other Miscellaneous 1,Low-Value,Jan 2022,7,3,5,60
Consumer,South,Accessories,High-Value,Jul 2021,165,24,0,59
Corporate,South,Employees (Office Supplies),Low-Value,Jul 2021,12,4,0,59
Corporate,South,Other Miscellaneous 5,Low-Value,Jul 2022,8,1,0,60
Corporate,Central,Labels,Low-Value,Jan 2021,29,7,5,59
Consumer,West,Other Miscellaneous 4,Low-Value,Jan 2022,15,1,0,65
Corporate,Central,Copiers,High-Value,Jan 2021,177,21,0,56
Consumer,East,Supplies,Mid-Value,Jul 2020,83,3,0,60
Consumer,West,Art,Low-Value,Jul 2020,78,7,0,59
Consumer,East,Employees (Office Supplies),Low-Value,Jan 2020,57,15,0,63
Corporate,East,Furnishings,High-Value,Jul 2020,86,10,0,59
Corporate,East,Furnishings,High-Value,Jul 2022,96,2,0,57
Corporate,South,Appliances,High-Value,Jan 2021,124,18,10,64
Consumer,South,Accessories,High-Value,Jan 2022,139,25,0,58
Consumer,West,Bookcases,High-Value,Jul 2022,124,20,0,62
Corporate,East,Fasteners,Low-Value,Jul 2022,37,8,0,61
Corporate,West,Bookcases,High-Value,Jul 2022,70,1,0,59
Home Office,Central,Other Miscellaneous 5,Low-Value,Jan 2022,1,1,0,58
Corporate,Central,Paper,Mid-Value,Jul 2022,106,5,5,62
Corporate,West,Accessories,High-Value,Jul 2022,171,17,0,56
Consumer,Central,Other Miscellaneous 2,Low-Value,Jul 2021,1,1,0,62
Corporate,West,Copiers,High-Value,Jul 2021,161,19,0,58
Corporate,West,Paper,Mid-Value,Jan 2020,82,8,0,59
Consumer,East,Other Miscellaneous 6,Low-Value,Jul 2022,5,10,0,62
Consumer,West,Paper,Mid-Value,Jan 2022,116,11,0,57
Corporate,East,Other Miscellaneous 2,Low-Value,Jan 2020,17,6,0,57
Corporate,South,Employees (Office Supplies),Low-Value,Jul 2022,39,2,0,60
Consumer,Central,Other Miscellaneous 4,Low-Value,Jan 2022,1,4,0,59
Corporate,West,Other Miscellaneous 4,Low-Value,Jul 2022,1,1,0,60
Corporate,South,Other Miscellaneous 1,Low-Value,Jan 2021,64,10,0,64
Consumer,East,Other Miscellaneous 1,Low-Value,Jul 2020,22,10,0,60
Corporate,Central,Other Miscellaneous 3,Low-Value,Jul 2022,8,1,0,60
Home Office,East,Business Machines,High-Value,Jul 2022,164,26,0,60
Corporate,East,Art,Low-Value,Jul 2021,98,9,5,62
Corporate,Central,Other Miscellaneous 6,Low-Value,Jan 2022,30,13,0,61
Consumer,West,Other Miscellaneous 5,Low-Value,Jul 2022,2,1,0,59
Corporate,Central,Other Miscellaneous 4,Low-Value,Jul 2021,1,1,5,62
Consumer,East,Other Miscellaneous 4,Low-Value,Jan 2022,15,6,0,61
Consumer,Central,Accessories,High-Value,Jan 2022,146,7,0,62
Corporate,West,Appliances,High-Value,Jan 2022,173,19,0,61
Consumer,Central,Appliances,High-Value,Jan 2022,85,9,0,63
Corporate,West,Other Miscellaneous 6,Low-Value,Jan 2022,1,1,0,60
Home Office,East,Other Miscellaneous 3,Low-Value,Jan 2022,34,10,5,59
Home Office,West,Furnishings,High-Value,Jul 2021,104,17,0,59
Corporate,West,Art,Low-Value,Jul 2020,56,8,5,58
Consumer,South,Accessories,High-Value,Jan 2021,131,14,0,60
Corporate,Central,Employees (Office Supplies),Low-Value,Jul 2022,55,1,0,63
Consumer,East,Art,Low-Value,Jan 2020,66,5,0,62
Home Office,West,Employees (Office Supplies),Low-Value,Jul 2021,57,10,0,62
Consumer,Central,Other Miscellaneous 2,Low-Value,Jan 2022,60,1,0,63
Corporate,South,Other Miscellaneous 4,Low-Value,Jul 2020,1,1,0,62
Corporate,South,Other Miscellaneous 5,Low-Value,Jul 2022,9,1,0,62
Home Office,Central,Appliances,High-Value,Jan 2020,105,24,0,57
Consumer,East,Copiers,High-Value,Jan 2022,171,27,0,61
